,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
5897,289.0,44.0,3440.4,82.4,171.0,178.0
5898,244.0,65.0,2798.6,73.3,136.0,176.0
5899,295.0,65.0,2928.2,62.7,266.0,132.0
5900,197.0,66.0,3107.5,96.6,242.0,183.0
5901,205.0,63.0,2344.3,110.8,219.0,126.0
5902,337.0,57.0,3596.9,97.8,178.0,205.0
5903,256.0,69.0,2562.9,74.2,281.0,216.0
5904,335.0,74.0,2800.6,100.0,168.0,192.0
5905,323.0,71.0,4666.0,71.9,241.0,180.0
5906,267.0,82.0,3213.3,78.9,111.0,196.0
5907,198.0,88.0,3887.2,105.1,156.0,222.0
5908,286.0,83.0,3280.3,87.5,160.0,90.0
5909,220.0,68.0,3685.3,66.1,271.0,149.0
5910,222.0,70.0,3452.1,82.7,139.0,121.0
5911,206.0,85.0,2753.4,77.9,270.0,192.0
5912,239.0,59.0,2514.6,88.2,192.0,226.0
5913,244.0,59.0,4245.5,79.1,161.0,193.0
5914,219.0,58.0,2638.2,76.7,216.0,176.0
5915,178.0,67.0,3852.6,70.2,157.0,188.0
5916,247.0,31.0,3687.1,68.2,231.0,194.0
5917,184.0,46.0,3351.3,87.7,206.0,157.0
5918,279.0,59.0,3756.8,93.7,251.0,205.0
5919,215.0,87.0,2847.3,102.9,265.0,231.0
5920,160.0,62.0,3112.7,100.4,223.0,202.0
5921,189.0,73.0,3466.5,80.1,173.0,165.0
5922,254.0,68.0,3314.6,80.0,240.0,178.0
5923,272.0,85.0,4189.2,69.6,226.0,206.0
5924,267.0,76.0,2202.0,71.0,222.0,173.0
5925,192.0,79.0,3062.8,64.4,247.0,231.0
5926,299.0,60.0,2699.3,80.8,224.0,160.0
5927,307.0,57.0,3351.5,62.0,241.0,271.0
5928,296.0,45.0,3895.6,62.5,243.0,119.0
5929,293.0,70.0,1567.0,85.5,123.0,258.0
5930,259.0,62.0,3302.9,78.3,174.0,188.0
5931,285.0,82.0,4292.3,81.1,172.0,175.0
5932,325.0,59.0,3305.4,85.4,173.0,210.0
5933,261.0,74.0,3225.0,69.0,240.0,242.0
5934,241.0,51.0,3838.4,68.1,201.0,191.0
5935,217.0,61.0,3888.6,90.7,192.0,161.0
5936,186.0,82.0,3528.7,39.0,226.0,172.0
5937,341.0,73.0,3121.5,118.0,179.0,216.0
5938,269.0,59.0,1652.6,56.6,125.0,143.0
5939,340.0,89.0,3557.3,76.0,190.0,196.0
5940,295.0,38.0,3194.3,70.8,180.0,192.0
5941,288.0,51.0,3544.8,96.2,217.0,140.0
5942,340.0,65.0,3176.5,103.6,189.0,269.0
5943,256.0,53.0,2151.5,82.6,187.0,157.0
5944,231.0,68.0,4586.0,54.3,156.0,215.0
5945,197.0,59.0,3334.7,91.7,166.0,208.0
5946,212.0,61.0,2112.2,75.6,173.0,269.0
5947,193.0,57.0,4211.2,96.7,239.0,188.0
5948,241.0,81.0,3138.3,115.3,207.0,123.0
5949,176.0,68.0,3567.7,71.7,150.0,153.0
5950,170.0,71.0,2444.9,73.2,139.0,214.0
5951,154.0,74.0,4531.7,75.8,238.0,144.0
5952,219.0,40.0,2367.1,75.3,157.0,157.0
5953,240.0,80.0,3484.4,89.4,157.0,202.0
5954,153.0,49.0,3164.4,111.9,178.0,183.0
5955,224.0,55.0,2941.8,85.0,157.0,161.0
5956,329.0,79.0,3264.4,47.0,245.0,204.0
5957,320.0,75.0,2873.8,77.7,161.0,162.0
5958,260.0,63.0,2642.1,66.4,140.0,171.0
5959,228.0,55.0,4232.6,82.2,197.0,171.0
5960,201.0,47.0,3671.3,91.1,156.0,144.0
5961,245.0,78.0,3481.4,78.1,135.0,221.0
5962,248.0,59.0,3790.8,55.2,191.0,170.0
5963,298.0,90.0,3277.2,81.1,149.0,167.0
5964,279.0,50.0,4588.9,81.3,199.0,179.0
5965,258.0,67.0,2509.8,88.7,93.0,139.0
5966,250.0,85.0,4107.5,71.3,174.0,158.0
5967,208.0,41.0,2140.4,91.9,193.0,167.0
5968,132.0,66.0,3052.8,97.0,169.0,206.0
5969,286.0,76.0,4169.5,80.3,206.0,218.0
5970,219.0,87.0,3845.5,79.8,130.0,227.0
5971,299.0,72.0,3505.4,72.8,157.0,223.0
5972,237.0,44.0,3785.5,76.8,188.0,174.0
5973,244.0,74.0,3984.4,79.2,195.0,225.0
5974,214.0,86.0,2947.1,74.0,183.0,165.0
5975,317.0,84.0,2640.8,87.1,245.0,140.0
5976,258.0,83.0,2555.9,62.8,138.0,204.0
5977,193.0,63.0,3641.5,62.3,230.0,228.0
5978,227.0,77.0,2616.0,96.1,158.0,202.0
5979,176.0,40.0,3599.8,88.1,190.0,216.0
5980,252.0,61.0,2130.7,87.8,237.0,153.0
5981,182.0,90.0,2525.5,60.4,197.0,134.0
5982,176.0,54.0,3655.0,95.6,205.0,188.0
5983,356.0,75.0,3875.0,57.4,220.0,244.0
5984,360.0,46.0,3071.1,89.6,272.0,181.0
5985,251.0,69.0,3948.2,91.1,168.0,131.0
5986,313.0,73.0,3801.4,100.3,222.0,187.0
5987,226.0,88.0,1729.6,101.5,169.0,235.0
5988,222.0,69.0,2779.6,111.7,172.0,155.0
5989,281.0,59.0,3491.3,75.6,226.0,200.0
5990,290.0,39.0,1942.7,70.3,228.0,195.0
5991,247.0,76.0,2953.5,98.9,190.0,176.0
5992,318.0,75.0,2635.7,113.6,250.0,130.0
5993,327.0,78.0,2662.1,99.3,143.0,198.0
5994,302.0,58.0,4037.3,59.9,168.0,154.0
5995,252.0,74.0,2946.8,77.3,193.0,117.0
5996,339.0,59.0,2924.3,86.3,252.0,165.0
5997,320.0,60.0,2824.2,93.5,201.0,161.0
5998,230.0,74.0,3448.2,84.2,234.0,151.0
5999,265.0,58.0,3554.6,74.0,214.0,247.0
6000,264.0,70.0,3210.1,115.4,206.0,193.0
6001,131.0,62.0,3987.9,76.7,204.0,168.0
6002,230.0,67.0,3728.4,95.2,169.0,204.0
6003,263.0,53.0,3897.2,90.6,250.0,172.0
6004,285.0,50.0,3525.8,95.9,194.0,110.0
6005,309.0,69.0,2506.9,63.4,125.0,205.0
6006,274.0,56.0,3147.0,88.1,192.0,209.0
6007,199.0,81.0,3220.5,91.4,234.0,142.0
6008,245.0,55.0,2427.2,81.0,203.0,179.0
6009,345.0,68.0,1442.2,80.2,199.0,215.0
6010,327.0,57.0,3867.0,85.3,174.0,220.0
6011,237.0,61.0,3412.1,64.3,188.0,132.0
6012,248.0,56.0,4033.2,67.4,177.0,163.0
6013,288.0,70.0,3074.9,99.1,175.0,139.0
6014,205.0,63.0,2676.9,100.0,253.0,184.0
6015,258.0,61.0,3162.7,48.3,156.0,198.0
6016,305.0,56.0,4070.1,108.1,212.0,164.0
6017,202.0,66.0,3883.6,61.3,191.0,130.0
6018,322.0,61.0,2517.2,56.7,156.0,158.0
6019,249.0,59.0,3333.9,78.7,182.0,162.0
6020,226.0,86.0,3829.5,70.1,198.0,235.0
6021,169.0,69.0,4439.9,79.0,258.0,142.0
6022,272.0,61.0,3917.0,109.0,241.0,167.0
6023,270.0,68.0,3022.5,46.4,169.0,165.0
6024,189.0,39.0,3304.7,91.9,218.0,231.0
6025,135.0,76.0,2410.6,72.5,189.0,218.0
6026,231.0,54.0,3828.2,88.3,244.0,123.0
6027,177.0,71.0,2922.5,86.3,130.0,219.0
6028,154.0,60.0,3251.3,64.0,149.0,188.0
6029,251.0,69.0,3552.2,75.4,203.0,172.0
6030,237.0,55.0,2797.2,93.2,189.0,232.0
6031,208.0,74.0,2527.6,90.1,214.0,183.0
6032,200.0,83.0,2736.3,82.7,188.0,188.0
6033,268.0,38.0,2917.3,93.2,160.0,157.0
6034,261.0,83.0,4032.4,99.3,212.0,135.0
6035,314.0,59.0,2657.4,100.6,216.0,219.0
6036,244.0,69.0,3771.8,74.8,242.0,211.0
6037,152.0,58.0,4063.4,127.3,233.0,149.0
6038,217.0,86.0,3402.2,79.7,171.0,127.0
6039,203.0,64.0,4374.2,68.0,151.0,185.0
6040,244.0,71.0,3121.3,122.9,176.0,148.0
6041,184.0,66.0,2929.5,74.0,253.0,235.0
6042,182.0,61.0,2536.0,81.5,127.0,251.0
6043,189.0,91.0,3670.6,102.0,206.0,178.0
6044,236.0,63.0,2078.6,63.6,144.0,168.0
6045,285.0,82.0,2628.7,89.2,241.0,225.0
6046,230.0,57.0,2695.6,75.8,260.0,120.0
6047,233.0,51.0,3118.0,65.5,204.0,194.0
6048,323.0,80.0,3022.6,73.7,197.0,251.0
6049,318.0,88.0,2947.0,74.5,257.0,128.0
6050,246.0,78.0,1856.5,79.3,209.0,191.0
6051,210.0,72.0,3058.0,71.8,168.0,158.0
6052,287.0,71.0,3914.2,91.9,107.0,166.0
6053,253.0,73.0,3539.6,74.2,168.0,156.0
6054,321.0,61.0,3520.5,107.7,166.0,199.0
6055,268.0,74.0,4542.9,78.2,247.0,161.0
6056,218.0,50.0,3394.8,99.8,232.0,179.0
6057,219.0,64.0,3202.8,67.3,147.0,181.0
6058,297.0,77.0,3653.3,77.2,216.0,104.0
6059,232.0,87.0,3569.3,78.9,150.0,174.0
6060,210.0,27.0,4078.2,58.3,182.0,204.0
6061,344.0,48.0,3369.0,33.2,175.0,148.0
6062,195.0,55.0,2897.8,81.4,189.0,211.0
6063,187.0,67.0,3764.5,93.5,273.0,168.0
6064,275.0,58.0,3211.0,86.5,214.0,202.0
6065,229.0,56.0,3551.0,53.9,211.0,151.0
6066,270.0,73.0,2857.7,64.6,191.0,204.0
6067,236.0,69.0,3192.2,69.7,177.0,163.0
6068,260.0,98.0,3260.1,85.3,181.0,138.0
6069,250.0,57.0,2717.7,86.6,285.0,70.0
6070,223.0,75.0,3721.2,60.9,232.0,221.0
6071,291.0,94.0,3383.5,81.1,155.0,181.0
6072,238.0,91.0,3094.4,78.7,195.0,165.0
6073,258.0,86.0,3439.0,51.2,227.0,261.0
6074,277.0,50.0,4276.5,94.8,177.0,173.0
6075,219.0,80.0,3682.3,85.9,196.0,179.0
6076,251.0,75.0,3682.4,92.5,129.0,250.0
6077,304.0,78.0,3979.6,37.3,240.0,235.0
6078,249.0,71.0,3119.9,71.1,198.0,242.0
6079,276.0,77.0,4707.7,87.6,80.0,233.0
6080,244.0,74.0,2619.2,80.1,178.0,158.0
6081,275.0,65.0,3949.5,64.4,153.0,114.0
6082,226.0,73.0,4530.3,78.4,199.0,141.0
6083,254.0,64.0,3080.5,71.9,198.0,187.0
6084,299.0,60.0,3525.3,76.9,176.0,162.0
6085,321.0,86.0,3057.3,98.3,244.0,234.0
6086,244.0,38.0,2042.9,81.0,165.0,200.0
6087,249.0,72.0,2828.0,78.9,295.0,225.0
6088,249.0,58.0,4342.6,82.5,167.0,198.0
6089,291.0,68.0,3014.2,54.2,148.0,191.0
6090,157.0,91.0,2474.6,97.8,202.0,158.0
6091,316.0,92.0,3266.4,59.2,179.0,181.0
6092,191.0,77.0,3380.1,76.3,179.0,137.0
6093,229.0,77.0,4065.9,85.8,297.0,147.0
6094,301.0,67.0,3425.1,68.0,206.0,177.0
6095,252.0,59.0,3368.2,84.7,169.0,210.0
6096,255.0,78.0,4171.2,74.4,190.0,221.0
6097,261.0,59.0,3688.2,84.2,191.0,218.0
6098,267.0,66.0,3808.4,78.9,142.0,148.0
6099,241.0,71.0,3623.9,66.7,175.0,190.0
6100,246.0,57.0,3058.1,57.0,225.0,216.0
6101,311.0,35.0,3758.4,87.9,216.0,183.0
6102,308.0,63.0,3299.1,79.1,120.0,215.0
6103,369.0,54.0,1857.7,80.3,143.0,149.0
6104,329.0,69.0,4819.5,73.4,219.0,215.0
6105,287.0,61.0,3964.5,64.0,198.0,248.0
6106,296.0,78.0,2683.8,83.3,250.0,188.0
6107,282.0,78.0,2526.1,101.0,182.0,157.0
6108,262.0,73.0,3640.2,66.2,130.0,210.0
6109,190.0,90.0,2853.1,70.2,181.0,175.0
6110,269.0,76.0,1964.7,98.6,221.0,187.0
6111,219.0,78.0,3311.4,66.0,172.0,163.0
6112,277.0,49.0,3662.9,85.3,130.0,205.0
6113,300.0,88.0,2980.5,47.9,238.0,203.0
6114,175.0,66.0,2987.9,79.1,224.0,198.0
6115,297.0,58.0,3083.8,89.6,206.0,225.0
6116,243.0,36.0,3373.5,82.6,185.0,206.0
6117,299.0,55.0,2906.0,50.9,245.0,166.0
6118,295.0,57.0,2335.0,83.8,194.0,179.0
6119,206.0,63.0,1329.3,71.6,145.0,190.0
6120,232.0,69.0,3717.0,84.1,210.0,246.0
6121,276.0,48.0,3901.8,82.3,252.0,131.0
6122,180.0,67.0,2683.0,95.9,144.0,202.0
6123,245.0,84.0,4036.6,82.3,167.0,182.0
6124,325.0,69.0,3608.2,61.4,222.0,158.0
6125,300.0,69.0,3929.9,94.2,104.0,132.0
6126,333.0,67.0,2614.0,71.6,196.0,192.0
6127,225.0,67.0,3812.0,76.5,144.0,219.0
6128,216.0,81.0,3142.9,98.4,193.0,152.0
6129,277.0,70.0,2752.5,101.6,145.0,210.0
6130,224.0,59.0,3137.4,94.6,182.0,149.0
6131,192.0,59.0,3666.8,82.9,278.0,130.0
6132,320.0,75.0,3949.8,93.8,233.0,175.0
6133,303.0,69.0,3336.8,64.1,238.0,186.0
6134,243.0,43.0,3432.5,47.3,255.0,219.0
6135,279.0,60.0,2525.9,82.3,136.0,226.0
6136,335.0,81.0,3589.4,82.2,201.0,194.0
6137,214.0,53.0,3301.1,97.1,185.0,134.0
6138,325.0,90.0,4176.4,88.2,224.0,198.0
6139,199.0,63.0,2488.0,94.6,208.0,219.0
6140,195.0,59.0,3749.0,91.1,228.0,214.0
6141,262.0,31.0,4399.1,51.6,173.0,203.0
6142,229.0,59.0,1712.0,94.4,211.0,128.0
6143,248.0,65.0,3370.5,83.6,183.0,163.0
6144,241.0,79.0,3079.3,87.5,195.0,151.0
6145,301.0,68.0,4215.9,68.9,221.0,115.0
6146,231.0,71.0,2860.9,70.9,253.0,223.0
6147,190.0,47.0,2948.4,58.8,188.0,153.0
6148,247.0,68.0,2696.6,87.7,139.0,150.0
6149,375.0,51.0,3233.0,101.3,254.0,211.0
6150,195.0,76.0,3958.8,102.9,276.0,187.0
6151,261.0,65.0,2796.5,72.7,174.0,185.0
6152,188.0,57.0,3464.3,99.9,181.0,106.0
6153,174.0,53.0,3088.6,84.6,158.0,149.0
6154,221.0,78.0,3968.9,100.6,194.0,156.0
6155,295.0,77.0,3554.9,72.7,220.0,171.0
6156,322.0,60.0,3713.7,93.7,150.0,198.0
6157,258.0,59.0,2800.3,89.0,217.0,207.0
6158,245.0,60.0,3555.2,94.8,157.0,213.0
6159,279.0,69.0,2529.2,73.5,183.0,231.0
6160,223.0,42.0,3494.2,79.8,199.0,264.0
6161,247.0,66.0,3431.4,64.3,199.0,230.0
6162,289.0,70.0,3265.1,106.7,145.0,205.0
6163,172.0,47.0,3586.4,86.0,268.0,187.0
6164,223.0,67.0,2678.0,80.0,216.0,196.0
6165,244.0,60.0,2431.4,92.5,228.0,172.0
6166,276.0,66.0,3898.8,92.5,232.0,257.0
6167,171.0,75.0,3636.3,108.3,195.0,144.0
6168,161.0,54.0,3403.8,93.0,292.0,172.0
6169,148.0,71.0,3819.8,65.9,223.0,231.0
6170,212.0,74.0,3887.5,94.9,187.0,233.0
6171,290.0,52.0,3952.9,49.0,248.0,170.0
6172,276.0,67.0,2979.2,106.0,210.0,188.0
6173,298.0,61.0,2574.0,81.6,160.0,126.0
6174,244.0,75.0,3603.5,81.6,215.0,173.0
6175,245.0,63.0,2989.9,95.3,131.0,156.0
6176,246.0,97.0,3878.4,85.0,144.0,138.0
6177,228.0,72.0,2479.7,91.0,205.0,249.0
6178,381.0,67.0,3264.8,63.7,110.0,252.0
6179,272.0,79.0,4137.6,68.6,182.0,212.0
6180,209.0,80.0,3665.2,73.7,201.0,203.0
6181,242.0,45.0,3221.8,73.2,130.0,155.0
6182,299.0,50.0,2164.8,73.0,163.0,281.0
6183,155.0,94.0,3179.7,88.4,149.0,129.0
6184,239.0,67.0,3096.5,53.7,202.0,171.0
6185,309.0,58.0,2001.9,66.6,209.0,207.0
6186,283.0,59.0,4223.4,71.8,176.0,171.0
6187,230.0,79.0,4511.3,93.0,174.0,239.0
6188,297.0,88.0,3814.6,93.3,217.0,184.0
6189,247.0,90.0,3349.1,95.5,191.0,152.0
6190,203.0,78.0,2256.5,54.4,227.0,258.0
6191,243.0,67.0,3417.7,59.6,211.0,187.0
6192,320.0,59.0,3926.7,74.5,194.0,145.0
6193,276.0,54.0,3055.8,103.0,221.0,207.0
6194,252.0,63.0,2675.4,89.1,204.0,162.0
6195,176.0,78.0,3651.8,73.2,198.0,129.0
6196,235.0,57.0,3008.7,80.9,199.0,158.0
6197,293.0,74.0,2645.7,84.6,213.0,161.0
6198,299.0,40.0,4284.3,76.2,147.0,154.0
6199,168.0,75.0,2938.5,97.8,251.0,145.0
6200,199.0,65.0,3339.2,69.7,253.0,173.0
6201,240.0,56.0,3402.5,70.3,170.0,173.0
6202,234.0,56.0,2599.8,108.0,218.0,186.0
6203,285.0,53.0,2940.3,82.7,216.0,225.0
6204,174.0,94.0,3229.0,66.5,121.0,125.0
6205,217.0,65.0,3108.7,78.8,201.0,242.0
6206,295.0,74.0,3532.2,77.5,227.0,201.0
6207,299.0,65.0,3851.7,61.4,150.0,164.0
6208,179.0,60.0,2795.0,70.5,233.0,240.0
6209,284.0,70.0,2660.8,90.9,197.0,218.0
6210,181.0,59.0,3141.7,67.6,190.0,147.0
6211,283.0,59.0,3311.7,78.1,183.0,154.0
6212,288.0,86.0,2740.4,107.7,107.0,215.0
6213,261.0,55.0,3164.1,77.0,256.0,190.0
6214,203.0,56.0,3364.1,87.8,139.0,153.0
6215,152.0,76.0,3228.0,88.0,197.0,171.0
6216,325.0,73.0,3964.3,99.2,225.0,191.0
6217,178.0,68.0,3378.9,86.4,236.0,197.0
6218,219.0,83.0,2626.2,56.1,194.0,165.0
6219,239.0,54.0,3211.1,69.4,174.0,210.0
6220,254.0,69.0,2721.0,82.9,257.0,247.0
6221,280.0,77.0,2586.3,91.2,178.0,150.0
6222,275.0,76.0,3352.4,74.8,125.0,207.0
6223,264.0,33.0,4661.6,65.9,237.0,195.0
6224,242.0,56.0,3220.3,59.2,225.0,238.0
6225,207.0,57.0,2378.2,79.4,158.0,155.0
6226,303.0,74.0,3093.6,93.3,166.0,177.0
6227,272.0,70.0,2800.2,75.0,200.0,219.0
6228,289.0,70.0,3183.6,55.3,139.0,160.0
6229,242.0,90.0,2899.7,58.6,176.0,158.0
6230,290.0,50.0,2299.4,87.9,191.0,207.0
6231,129.0,58.0,3287.5,71.7,188.0,202.0
6232,307.0,71.0,2702.8,100.0,144.0,172.0
6233,243.0,59.0,2874.5,74.8,170.0,206.0
6234,230.0,75.0,3131.2,65.4,165.0,142.0
6235,226.0,57.0,3185.2,79.4,234.0,192.0
6236,220.0,73.0,3305.0,65.9,204.0,184.0
6237,254.0,85.0,3792.4,77.9,196.0,219.0
6238,264.0,62.0,3365.2,75.5,240.0,233.0
6239,334.0,68.0,2718.7,93.1,222.0,210.0
6240,255.0,86.0,2448.1,71.6,169.0,188.0
6241,194.0,56.0,3854.7,83.1,181.0,146.0
6242,367.0,82.0,4311.9,69.7,221.0,189.0
6243,251.0,56.0,4047.1,71.7,220.0,146.0
6244,245.0,64.0,1897.3,74.2,198.0,186.0
6245,226.0,59.0,2114.5,106.1,188.0,170.0
6246,182.0,60.0,2502.0,90.7,164.0,169.0
6247,315.0,70.0,2478.6,100.0,159.0,160.0
6248,192.0,54.0,2360.4,78.3,116.0,129.0
6249,304.0,58.0,3725.5,114.7,216.0,196.0
6250,238.0,65.0,1889.1,108.8,241.0,205.0
6251,282.0,57.0,3344.1,65.7,225.0,205.0
6252,237.0,67.0,3275.1,81.1,187.0,252.0
6253,269.0,73.0,3309.9,105.1,185.0,250.0
6254,252.0,71.0,4227.9,88.0,169.0,244.0
6255,255.0,63.0,3206.1,90.8,279.0,159.0
6256,316.0,78.0,2507.4,81.8,184.0,217.0
6257,254.0,77.0,2237.5,80.5,200.0,165.0
6258,197.0,46.0,3841.3,91.4,149.0,193.0
6259,172.0,76.0,3244.2,59.8,218.0,169.0
6260,224.0,68.0,2675.1,85.5,173.0,161.0
6261,285.0,81.0,3374.2,69.8,211.0,207.0
6262,283.0,79.0,2868.6,83.1,206.0,179.0
6263,293.0,56.0,3075.8,90.2,151.0,183.0
6264,274.0,77.0,4249.8,94.6,201.0,197.0
6265,272.0,46.0,3579.9,89.3,239.0,230.0
6266,215.0,74.0,4159.3,81.8,143.0,143.0
6267,282.0,63.0,4032.4,69.0,209.0,210.0
6268,329.0,54.0,2771.6,109.0,213.0,182.0
6269,246.0,47.0,3056.0,113.9,144.0,143.0
6270,286.0,54.0,3728.8,57.8,188.0,166.0
6271,224.0,93.0,1712.5,76.2,212.0,108.0
6272,306.0,76.0,3311.7,96.5,212.0,157.0
6273,287.0,49.0,3232.5,81.7,210.0,207.0
6274,259.0,54.0,2712.0,62.7,227.0,265.0
6275,205.0,44.0,3754.6,90.6,209.0,192.0
6276,271.0,89.0,3114.0,96.4,245.0,215.0
6277,337.0,57.0,2904.6,70.6,192.0,160.0
6278,259.0,78.0,3782.2,102.3,199.0,159.0
6279,369.0,64.0,3115.9,104.2,287.0,189.0
6280,188.0,71.0,3534.1,62.2,236.0,199.0
6281,215.0,81.0,3380.9,72.5,230.0,225.0
6282,218.0,103.0,3346.1,109.1,199.0,199.0
6283,254.0,77.0,3528.3,77.7,230.0,211.0
6284,300.0,65.0,2663.2,59.2,166.0,190.0
6285,226.0,64.0,3055.3,107.7,206.0,202.0
6286,254.0,65.0,3212.1,89.9,209.0,195.0
6287,282.0,74.0,3937.5,72.6,175.0,127.0
6288,260.0,46.0,3068.6,74.0,201.0,239.0
6289,257.0,73.0,3826.7,107.1,154.0,220.0
6290,250.0,81.0,4234.6,70.1,199.0,212.0
6291,326.0,61.0,4358.3,87.8,133.0,217.0
6292,213.0,70.0,2960.6,90.2,229.0,196.0
6293,332.0,66.0,2773.2,90.0,188.0,195.0
6294,223.0,79.0,3913.3,74.0,169.0,215.0
6295,287.0,80.0,2308.2,91.9,178.0,206.0
6296,282.0,64.0,4686.4,67.5,202.0,203.0
6297,253.0,49.0,2594.1,49.4,165.0,155.0
6298,256.0,70.0,3437.4,81.0,98.0,169.0
6299,276.0,70.0,3296.2,102.5,146.0,217.0
6300,243.0,70.0,2976.8,66.2,123.0,204.0
6301,221.0,57.0,3274.7,87.5,178.0,145.0
6302,310.0,66.0,3918.6,97.3,190.0,224.0
6303,238.0,68.0,3992.8,88.4,191.0,189.0
6304,256.0,75.0,2285.6,58.9,193.0,133.0
6305,243.0,64.0,3898.0,67.3,228.0,145.0
6306,268.0,69.0,3177.7,80.8,146.0,226.0
6307,290.0,62.0,3581.7,81.2,191.0,191.0
6308,217.0,71.0,4235.8,81.9,195.0,146.0
6309,137.0,64.0,3664.7,41.8,232.0,183.0
6310,364.0,69.0,3548.8,89.5,209.0,219.0
6311,193.0,46.0,4031.3,69.1,253.0,226.0
6312,266.0,77.0,1377.2,89.4,160.0,140.0
6313,205.0,80.0,3831.3,78.5,236.0,170.0
6314,250.0,76.0,3959.1,67.2,183.0,180.0
6315,161.0,92.0,3358.8,52.3,130.0,129.0
6316,355.0,62.0,4065.7,96.0,200.0,169.0
6317,243.0,88.0,3408.1,83.9,196.0,145.0
6318,246.0,73.0,3855.7,81.4,133.0,195.0
6319,294.0,52.0,3172.7,61.5,182.0,138.0
6320,218.0,49.0,3275.5,56.9,187.0,169.0
6321,166.0,63.0,3852.6,92.9,141.0,182.0
6322,321.0,68.0,4572.8,64.6,180.0,155.0
6323,149.0,76.0,3176.9,75.8,205.0,183.0
6324,265.0,59.0,2532.1,61.0,165.0,200.0
6325,178.0,64.0,4549.3,106.1,202.0,160.0
6326,273.0,60.0,3370.3,92.7,145.0,125.0
6327,283.0,66.0,3457.5,95.8,264.0,238.0
6328,245.0,83.0,3091.6,97.3,152.0,203.0
6329,224.0,47.0,3092.0,75.2,149.0,166.0
6330,213.0,62.0,3623.6,58.4,189.0,138.0
6331,252.0,92.0,4899.5,77.8,276.0,193.0
6332,231.0,67.0,4180.6,41.1,208.0,218.0
6333,205.0,82.0,2970.0,47.5,163.0,180.0
6334,238.0,60.0,3656.3,94.7,128.0,241.0
6335,231.0,76.0,3518.6,71.8,228.0,172.0
6336,393.0,66.0,2466.9,88.2,208.0,245.0
6337,235.0,55.0,2050.3,84.5,175.0,151.0
6338,227.0,52.0,3725.1,80.0,195.0,191.0
6339,288.0,74.0,2259.5,78.2,185.0,233.0
6340,349.0,70.0,4185.0,34.7,252.0,193.0
6341,211.0,87.0,4298.2,90.2,238.0,143.0
6342,245.0,83.0,3536.6,100.0,299.0,171.0
6343,218.0,52.0,2955.0,94.3,222.0,94.0
6344,315.0,69.0,3627.9,67.8,234.0,257.0
6345,290.0,70.0,2431.4,80.1,185.0,171.0
6346,286.0,60.0,4509.0,87.1,211.0,224.0
6347,211.0,61.0,2344.7,96.3,230.0,210.0
6348,259.0,48.0,2541.5,70.0,213.0,190.0
6349,309.0,70.0,3236.4,63.3,225.0,171.0
6350,334.0,58.0,3005.7,100.7,203.0,208.0
6351,239.0,77.0,4423.7,81.3,221.0,140.0
6352,282.0,71.0,4007.1,62.5,164.0,174.0
6353,305.0,79.0,3226.1,85.0,302.0,184.0
6354,267.0,79.0,2751.9,123.9,188.0,201.0
6355,310.0,76.0,3670.4,81.7,180.0,197.0
6356,155.0,55.0,3349.5,102.0,226.0,215.0
6357,285.0,62.0,3948.3,97.1,188.0,136.0
6358,257.0,81.0,3822.7,94.3,226.0,131.0
6359,294.0,68.0,2649.8,103.1,178.0,140.0
6360,363.0,100.0,2940.0,85.0,218.0,207.0
6361,292.0,82.0,2961.9,67.4,173.0,163.0
6362,172.0,76.0,2509.9,89.8,176.0,148.0
6363,202.0,57.0,3222.1,77.3,146.0,228.0
6364,290.0,76.0,2925.6,89.4,137.0,130.0
6365,292.0,43.0,3889.1,95.5,175.0,128.0
6366,341.0,61.0,3695.8,70.7,265.0,148.0
6367,299.0,79.0,3912.4,67.0,172.0,155.0
6368,206.0,71.0,3163.2,88.7,293.0,178.0
6369,368.0,68.0,3990.9,68.1,212.0,196.0
6370,237.0,78.0,2509.1,102.5,177.0,205.0
6371,268.0,90.0,2883.4,55.9,203.0,207.0
6372,219.0,47.0,3546.3,68.7,132.0,148.0
6373,291.0,59.0,4143.6,71.3,134.0,240.0
6374,331.0,56.0,2956.1,78.8,169.0,180.0
6375,327.0,89.0,3012.8,68.5,127.0,263.0
6376,256.0,77.0,3361.5,101.2,258.0,260.0
6377,253.0,64.0,4119.0,105.7,196.0,154.0
6378,292.0,71.0,3538.9,81.7,159.0,174.0
6379,241.0,67.0,2982.8,57.0,192.0,209.0
6380,305.0,96.0,2547.1,78.4,117.0,144.0
6381,322.0,70.0,2962.4,81.1,217.0,130.0
6382,273.0,56.0,3207.9,117.2,177.0,207.0
6383,226.0,56.0,4161.4,58.3,279.0,180.0
6384,251.0,39.0,3399.6,88.6,152.0,290.0
6385,323.0,57.0,3675.9,83.8,116.0,188.0
6386,405.0,59.0,4390.1,77.5,157.0,149.0
6387,294.0,67.0,3301.1,90.9,159.0,198.0
6388,224.0,83.0,3858.0,93.6,236.0,184.0
6389,218.0,66.0,3745.0,66.7,167.0,148.0
6390,256.0,72.0,3578.6,78.1,233.0,157.0
6391,301.0,83.0,2832.7,94.7,151.0,184.0
6392,188.0,69.0,2794.6,73.9,204.0,153.0
6393,261.0,53.0,2743.7,105.2,209.0,166.0
6394,286.0,74.0,3793.3,71.4,170.0,171.0
